time,ip_address,packets_input,packets_output,packets_dropped
2023-06-04 15:48:05,67.176.52.206,3457180,1098836,75104
2023-06-04 15:50:05,67.176.52.206,3459421,1100357,75209
2023-06-04 15:52:05,67.176.52.206,3482396,1103900,75303
2023-06-04 15:54:04,67.176.52.206,3497574,1107333,75392
2023-06-04 15:56:05,67.176.52.206,3507711,1109271,75482
2023-06-04 15:58:04,67.176.52.206,3518298,1114070,75585
2023-06-04 16:00:05,67.176.52.206,3527862,1118362,75692
2023-06-04 16:02:05,67.176.52.206,3528676,1118883,75784
2023-06-04 16:04:05,67.176.52.206,3530299,1120153,75877
2023-06-04 16:06:05,67.176.52.206,3531395,1120923,75963
2023-06-04 16:08:04,67.176.52.206,3534101,1122464,76057
2023-06-04 16:10:05,67.176.52.206,3535440,1123732,76150
2023-06-04 16:12:04,67.176.52.206,3536029,1124249,76251
2023-06-04 16:14:05,67.176.52.206,3538856,1125934,76364
2023-06-04 16:16:04,67.176.52.206,3540967,1127574,76454
2023-06-04 16:18:05,67.176.52.206,3543915,1129697,76551
2023-06-04 16:20:05,67.176.52.206,3546450,1131432,76653
2023-06-04 16:22:05,67.176.52.206,3548428,1132743,76760
2023-06-04 16:24:05,67.176.52.206,3550941,1134523,76852
2023-06-04 16:26:04,67.176.52.206,3552396,1135649,76938
2023-06-04 16:28:05,67.176.52.206,3553765,1136585,77026
2023-06-04 16:30:04,67.176.52.206,3555149,1137651,77119
2023-06-04 16:32:05,67.176.52.206,3575440,1142558,77229
2023-06-04 16:34:04,67.176.52.206,3613305,1161779,77322
2023-06-04 16:36:05,67.176.52.206,3615058,1163202,77423
2023-06-04 16:38:05,67.176.52.206,3616783,1164448,77514
2023-06-04 16:40:05,67.176.52.206,3621967,1170643,77612
2023-06-04 16:42:05,67.176.52.206,3623547,1171871,77686
2023-06-04 16:44:04,67.176.52.206,3626473,1174160,77790
2023-06-04 16:46:05,67.176.52.206,3628930,1176704,77893
2023-06-04 16:48:04,67.176.52.206,3629817,1177411,77981
2023-06-04 16:50:05,67.176.52.206,3631517,1178543,78095
2023-06-04 16:52:04,67.176.52.206,3661733,1192695,78200
2023-06-04 16:54:05,67.176.52.206,3671212,1197444,78289
2023-06-04 16:56:05,67.176.52.206,3674333,1199967,78372
2023-06-04 16:58:05,67.176.52.206,3675467,1201008,78465
2023-06-04 17:00:05,67.176.52.206,3676732,1201924,78569
2023-06-04 17:02:04,67.176.52.206,3680279,1204516,78651
2023-06-04 17:04:05,67.176.52.206,3692961,1207952,78756
2023-06-04 17:06:04,67.176.52.206,3694523,1209291,78847
2023-06-04 17:08:05,67.176.52.206,3695895,1210438,78944
2023-06-04 17:10:04,67.176.52.206,3697599,1211669,79044
2023-06-04 17:12:05,67.176.52.206,3698926,1212789,79141
2023-06-04 17:14:05,67.176.52.206,3703945,1216699,79245
2023-06-04 17:16:05,67.176.52.206,3705367,1217553,79346
2023-06-04 17:18:05,67.176.52.206,3707286,1219014,79430
2023-06-04 17:20:04,67.176.52.206,3708494,1219867,79527
2023-06-04 17:22:05,67.176.52.206,3709338,1220523,79617
2023-06-04 17:24:04,67.176.52.206,3710619,1221528,79706
2023-06-04 17:26:05,67.176.52.206,3712214,1223894,79792
2023-06-04 17:28:04,67.176.52.206,3713797,1226339,79873
2023-06-04 17:30:05,67.176.52.206,3715632,1228567,79974
2023-06-04 17:32:05,67.176.52.206,3717208,1231507,80064
2023-06-04 17:34:05,67.176.52.206,3719389,1234731,80157
2023-06-04 17:36:05,67.176.52.206,3720783,1237523,80258
2023-06-04 17:38:04,67.176.52.206,3721860,1240058,80343
2023-06-04 17:40:05,67.176.52.206,3723505,1242937,80441
2023-06-04 17:42:04,67.176.52.206,3724674,1245257,80529
2023-06-04 17:44:05,67.176.52.206,3726474,1248180,80624
2023-06-04 17:46:04,67.176.52.206,3728215,1251199,80718
